"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"one",148206,0,0,572708,808,0,15,"very_unsat","little","yes",2692
"zero",84615,46,14,360002,373,3,6,"very_unsat","very_high","no",7098
"one",104224,0,86,274453,547,1,1,"very_sat","little","yes",7989
"one",157658,0,5,177566,802,21,10,"very_unsat","little","yes",7648
"one",51722,0,15,330503,392,1,10,"very_unsat","very_little","no",8763
"zero",32799,39,0,548785,181,3,13,"very_unsat","little","no",4122
"one",32562,0,0,522110,135,1,4,"very_unsat","little","no",5522
"zero",143555,187,0,897885,534,21,2,"very_sat","little","no",6942
"one",72819,47,0,647547,290,4,10,"very_unsat","very_little","no",3094
"zero",129624,61,36,657836,890,5,2,"very_unsat","little","yes",5895
"one",135701,0,21,695074,628,1,5,"very_sat","little","no",2459
"zero",75105,197,89,969139,306,18,1,"very_unsat","little","no",2441
"one",149886,0,35,688383,547,0,2,"very_unsat","little","no",6181
"one",80945,0,0,243899,393,10,15,"very_sat","little","yes",2009
"zero",51814,0,15,747703,279,26,6,"very_sat","little","no",7839
"zero",25428,69,86,221405,137,19,1,"unsat","very_high","no",9169
"zero",33962,0,23,979571,221,3,6,"very_sat","very_high","no",5115
"one",108566,171,60,266461,501,13,1,"very_unsat","little","no",5324
"zero",109233,0,32,564719,682,1,2,"very_unsat","very_little","yes",2506
"one",68550,49,16,215959,280,4,5,"very_sat","very_high","yes",5997
"one",21842,48,0,394874,227,5,5,"very_sat","little","yes",3651
"zero",42566,0,15,983931,230,1,9,"unsat","little","yes",7548
"one",32301,0,56,924983,173,1,2,"sat","very_little","no",4709
"one",64383,64,0,602673,145,5,15,"very_sat","little","no",1762
"zero",122322,0,0,178166,556,0,14,"very_unsat","little","yes",3684
"zero",53958,62,54,303176,250,21,1,"very_unsat","little","no",684
"one",74595,0,52,214081,251,0,1,"very_unsat","very_high","yes",6044
"zero",50668,0,10,965410,270,0,4,"avg","little","no",1936
"one",73972,57,41,832454,258,3,1,"very_unsat","high","no",3582
"one",146374,228,0,218088,605,0,13,"very_unsat","little","no",7571
"zero",35728,179,5,927930,157,4,4,"avg","very_little","no",5832
"zero",90918,145,0,181561,281,13,8,"avg","very_little","no",4730
"one",21852,57,21,972589,160,3,6,"very_unsat","very_high","no",1283
"one",152739,154,24,182108,495,26,6,"very_sat","high","no",8200
"one",81538,229,76,863186,268,25,1,"sat","little","no",3359
"zero",45677,0,25,854014,220,1,2,"very_sat","very_high","no",4832
"zero",89681,67,48,199352,367,5,1,"very_unsat","little","no",9870
"zero",87496,235,48,380659,344,12,1,"very_sat","very_high","no",443
"one",69792,51,82,568958,270,4,2,"very_unsat","little","no",9156
"zero",142961,223,0,250917,201,1,8,"very_unsat","little","no",4776
"zero",134931,0,0,771570,674,25,11,"unsat","very_little","no",5141
"zero",57299,75,14,272708,291,5,4,"very_unsat","little","no",4487
"zero",68300,174,9,594281,151,16,4,"sat","very_high","no",2182
"zero",20592,0,18,617222,239,1,5,"very_unsat","very_little","no",6818
"one",46280,0,10,336811,130,3,1,"very_sat","little","no",7140
"zero",146956,82,25,286122,580,5,2,"very_sat","very_high","no",3248
"zero",21499,244,0,278558,138,27,13,"very_unsat","very_high","no",5309
"zero",133686,0,0,461471,661,0,15,"unsat","very_little","yes",6734
"one",74318,228,0,830564,266,12,1,"sat","very_high","no",4735
"zero",99094,48,22,626717,374,3,5,"unsat","little","yes",4491
"one",100332,207,60,296600,438,20,2,"avg","little","no",4240
"one",57299,94,0,490944,359,3,1,"very_sat","little","no",365
"zero",106145,0,89,410747,899,1,2,"unsat","high","no",5491
"one",35701,213,42,968928,246,18,1,"very_unsat","avg","no",4185
"one",93209,0,87,254709,340,1,2,"very_unsat","little","no",3391
"zero",154954,41,8,271673,407,3,4,"very_unsat","little","yes",1750
"one",24788,223,81,280674,147,23,2,"very_unsat","very_high","no",2663
"zero",140935,185,0,367502,410,12,9,"very_unsat","very_high","no",7246
"zero",63599,0,0,809484,279,1,14,"very_unsat","high","no",2980
"zero",82149,65,57,290091,168,5,2,"avg","high","yes",5769
"zero",135502,47,10,576699,429,3,6,"very_sat","little","no",8646
"zero",32225,92,0,205869,187,4,13,"very_unsat","very_high","yes",588
"zero",44629,0,8,297283,199,1,11,"very_unsat","avg","yes",3536
"zero",47480,71,12,192410,247,5,6,"very_unsat","very_little","no",5981
"zero",73736,68,63,202524,333,1,2,"very_unsat","very_little","yes",8905
"zero",118423,81,16,152433,301,3,5,"very_unsat","little","yes",1531
"zero",152834,0,14,187045,437,1,4,"very_unsat","very_high","no",9315
"one",74805,65,55,274942,306,5,2,"very_sat","very_high","no",4788
"one",49181,212,0,591684,170,18,13,"very_unsat","high","no",6959
"zero",82056,244,11,964443,297,26,4,"avg","little","no",7153
"one",122775,0,0,203731,781,12,4,"very_unsat","very_high","no",855
"zero",80283,205,0,999740,334,4,13,"very_sat","high","no",5518
"one",67025,225,0,719778,301,28,11,"very_unsat","avg","no",4363
"one",50049,0,28,313696,334,0,1,"very_unsat","very_high","no",733
"one",38549,0,0,701381,172,1,9,"unsat","little","no",4544
"one",95142,225,43,179888,375,11,2,"very_unsat","little","no",7718
"one",158416,0,0,815931,670,1,15,"very_sat","very_little","no",4051
"one",20314,0,12,541371,221,1,1,"unsat","very_little","no",2282
"one",147452,59,7,259664,675,4,6,"very_unsat","very_little","no",4973
"one",111693,49,34,270059,664,3,1,"avg","very_high","yes",9844
"zero",88476,0,17,413809,331,1,6,"very_sat","very_high","no",8372
"one",22297,0,9,154898,199,1,1,"unsat","little","yes",1284
"one",37329,191,7,380967,162,15,6,"very_unsat","high","no",9530
"one",22182,192,0,888287,182,28,15,"very_sat","very_high","yes",5709
"zero",110093,64,87,649538,639,5,1,"very_sat","little","yes",5370
"zero",91020,211,34,937774,260,14,2,"unsat","little","yes",9504
"one",40992,62,17,178539,347,3,4,"very_unsat","little","yes",1244
"zero",42097,167,48,596052,207,12,1,"very_sat","very_little","no",2363
"one",24621,0,13,211476,175,1,2,"very_unsat","very_little","no",6758
"zero",106847,0,18,893570,613,1,5,"very_unsat","little","no",7360
"zero",129128,0,18,297571,620,0,5,"unsat","high","no",4807
"zero",71873,225,0,171651,347,3,9,"very_sat","high","no",6472
"one",86806,64,10,925843,565,4,1,"very_sat","very_high","no",4424
"zero",51375,147,0,298726,325,23,15,"unsat","very_high","yes",629
"zero",95074,0,77,979876,297,0,2,"very_sat","very_little","no",829
"one",82063,40,42,847881,275,4,2,"very_sat","high","no",2262
"zero",141481,174,66,157695,527,19,1,"very_unsat","very_little","no",6913
"one",148144,0,0,543988,807,1,11,"very_unsat","high","yes",9003
"zero",57040,74,0,535142,283,5,14,"very_sat","little","no",5095
"one",63204,0,0,436086,320,0,11,"very_unsat","little","no",5232
"one",75939,0,8,359105,215,1,4,"very_sat","little","no",694
"zero",33554,56,0,221738,367,3,12,"very_unsat","little","yes",605
"one",24693,187,29,238374,187,12,1,"very_unsat","high","no",9087
"one",30067,46,21,602834,131,4,5,"very_unsat","little","no",9673
"zero",28801,190,36,459377,360,15,1,"unsat","very_high","no",6817
"one",40879,0,10,723687,142,0,4,"very_sat","little","no",3309
"one",57325,0,0,530423,315,1,14,"very_sat","very_high","no",5771
"zero",26334,211,0,247565,160,24,11,"unsat","little","no",1383
"one",85757,0,51,777179,251,1,2,"very_unsat","little","yes",9634
"zero",20120,43,0,623166,209,5,8,"very_sat","little","no",8349
"zero",72945,189,42,365485,254,11,2,"unsat","very_high","no",7607
"one",34153,189,0,681746,170,4,11,"unsat","little","no",231
"one",31369,0,73,582638,240,0,1,"unsat","very_high","no",2814
"one",125994,185,71,339951,592,14,1,"very_sat","very_high","no",610
"zero",50735,183,81,227301,341,18,2,"very_unsat","avg","yes",21
"zero",20710,0,35,240441,164,0,2,"very_unsat","little","yes",245
"zero",41283,231,40,737669,154,19,2,"very_sat","little","yes",7813
"one",117871,195,60,473987,843,24,1,"avg","little","no",5413
"zero",92820,0,0,316954,246,0,9,"very_unsat","avg","yes",7096
"zero",148595,0,47,689321,630,0,2,"very_unsat","little","no",7727
"zero",119364,37,77,848152,898,5,1,"very_sat","little","no",8188
"one",56694,240,0,171928,374,10,11,"very_unsat","very_high","no",7056
"zero",30744,0,81,193592,891,1,2,"unsat","very_high","no",2198
"zero",72677,247,80,717243,349,11,2,"very_sat","little","no",9679
"one",38351,211,0,190111,180,12,1,"very_sat","very_little","yes",5995
"one",96901,92,80,541017,284,5,1,"very_unsat","little","no",9611
"zero",38787,188,55,700014,877,14,1,"sat","little","no",9722
"zero",25004,213,0,873410,189,16,8,"unsat","little","no",228
"one",87904,203,17,202766,317,11,5,"very_sat","very_little","yes",1706
"zero",33948,0,74,400934,546,4,2,"very_unsat","little","yes",6753
"one",85435,244,0,257530,230,26,9,"very_unsat","little","no",8561
"one",30532,0,49,164813,211,0,14,"very_sat","very_little","no",5187
"one",72475,0,0,288851,302,0,1,"very_unsat","very_high","no",6382
"zero",65556,0,0,305893,361,1,14,"very_sat","high","no",6736
"one",22221,0,0,180564,238,1,11,"very_unsat","high","yes",7155
"zero",125635,235,17,191538,897,11,6,"avg","very_high","no",3607
"one",47176,190,36,276430,216,14,1,"very_sat","very_little","no",5026
"one",26057,227,64,279704,131,4,2,"very_unsat","avg","no",3152
"one",90911,164,0,273422,321,23,12,"very_unsat","very_high","no",8705
"one",56718,44,23,641392,313,3,8,"very_unsat","avg","no",934
"one",58490,0,0,300137,224,0,11,"very_unsat","little","no",9940
"zero",44545,0,63,579502,212,0,1,"unsat","little","no",667
"one",91102,208,14,235782,295,28,5,"very_unsat","little","no",8640
"one",65908,179,6,242403,387,12,5,"sat","very_high","no",8891
"zero",113543,146,24,754759,516,18,2,"very_unsat","little","no",3756
"zero",84123,29,20,163455,285,4,4,"very_sat","very_high","no",4311
"zero",35027,0,0,580450,178,1,9,"very_sat","very_high","no",7804
"zero",100037,225,12,960881,222,18,6,"very_unsat","very_little","no",6976
"one",75990,270,50,337014,695,22,1,"very_sat","little","no",403
"one",85433,170,0,154524,307,29,12,"avg","little","no",5445
"one",72491,0,0,889549,339,0,12,"avg","little","no",6723
"zero",77448,31,88,224009,254,3,13,"very_sat","very_high","no",2121
"one",154950,223,0,880559,796,17,8,"unsat","high","no",2401
"zero",35776,0,0,313602,149,0,2,"avg","little","no",1952
"one",20300,0,10,575900,177,0,4,"very_unsat","high","no",6125
"zero",70222,38,0,582960,314,3,14,"very_unsat","very_little","yes",8331
"one",135409,178,0,235755,649,16,10,"sat","little","yes",7192
"one",88948,0,0,618241,380,0,13,"very_unsat","little","no",7589
"one",140394,0,89,545171,500,1,2,"unsat","little","no",5860
"one",132929,196,66,358159,662,26,1,"very_unsat","high","no",9522
"one",122647,0,87,453030,466,0,1,"very_unsat","little","yes",474
"zero",157129,0,73,505492,464,0,2,"unsat","very_high","no",844
"zero",38100,68,0,228410,211,4,12,"very_unsat","little","no",6281
"one",65409,186,5,470440,336,22,5,"very_sat","little","no",9367
"zero",123820,0,71,608639,888,1,2,"very_unsat","very_high","no",8303
"one",42072,0,21,896787,154,0,4,"very_unsat","little","no",3777
"one",30008,216,54,754816,216,17,2,"very_sat","little","no",3601
"zero",144309,0,16,892281,436,1,4,"very_sat","high","no",3138
"zero",85180,192,0,645228,394,25,13,"very_unsat","very_little","no",626
"zero",75465,233,0,557576,363,25,13,"very_unsat","very_high","no",9092
"one",81357,290,65,165385,352,10,2,"unsat","little","no",5671
"one",112692,65,51,729401,502,5,14,"very_sat","little","no",5968
"zero",115786,0,48,382833,705,1,2,"very_sat","avg","no",74
"one",54872,211,16,370484,398,11,4,"very_unsat","high","yes",8588
"zero",77402,0,24,973216,381,1,6,"very_unsat","little","no",848
"zero",62021,0,25,224238,257,0,2,"very_unsat","little","no",3137
"zero",23292,202,22,651379,227,15,6,"unsat","little","no",5568
"zero",100590,0,0,221464,872,0,12,"unsat","little","yes",8859
"zero",31409,145,23,910527,200,23,1,"very_unsat","little","no",2960
"zero",44347,79,0,851006,170,5,11,"very_unsat","very_little","yes",6869
"zero",67526,0,17,404440,368,0,4,"very_sat","very_high","yes",5579
"zero",59699,0,11,183915,261,0,4,"very_unsat","very_high","no",9429
"zero",38908,220,22,175872,153,19,4,"sat","very_high","no",8104
"one",23479,203,0,172084,142,12,14,"very_sat","little","no",741
"one",83759,188,12,243117,289,22,6,"very_unsat","little","no",6399
"zero",98214,0,29,204678,307,14,2,"very_unsat","high","no",5523
"one",124225,199,82,165192,419,10,1,"very_sat","very_little","no",8236
"zero",71082,202,6,205636,254,16,6,"very_sat","very_high","no",5754
"zero",110577,0,0,962467,855,1,12,"very_sat","very_little","yes",179
"zero",92914,0,0,196111,159,1,15,"unsat","little","no",9683
"zero",21970,0,10,268578,202,1,4,"sat","little","no",1498
"zero",147241,0,0,319504,789,25,12,"unsat","avg","yes",615
"one",130053,0,6,235875,229,0,6,"avg","very_little","no",5253
"one",141556,206,0,391409,791,26,15,"sat","little","yes",3969
"one",32668,0,11,562700,217,0,6,"very_sat","very_little","no",7965
"zero",24267,185,17,289181,228,29,6,"unsat","little","yes",9620
"one",108466,67,19,212675,614,1,5,"very_unsat","little","yes",6027
"zero",143854,59,17,794173,483,17,4,"very_unsat","little","no",2491
"zero",42043,53,31,841970,137,3,2,"very_sat","little","no",8804
"zero",47949,39,77,392225,153,5,6,"very_sat","little","no",9163
"one",143162,0,10,199863,546,0,6,"unsat","little","no",664
"zero",159626,0,43,675250,557,11,1,"very_unsat","very_little","no",8496
"one",41217,169,0,551256,232,18,15,"very_unsat","high","no",6358
"zero",107882,0,0,539516,527,0,2,"avg","little","no",4210
"one",41977,95,40,156104,147,5,2,"very_unsat","very_little","no",5052
"zero",131637,27,17,984329,648,3,4,"unsat","very_little","no",7477
"one",133286,0,80,757162,688,3,1,"very_sat","little","no",4460
"one",79880,0,13,991680,307,0,4,"very_sat","little","no",9199
"one",103735,62,0,734598,612,5,8,"very_unsat","little","no",9694
"one",40047,65,24,295209,235,15,4,"unsat","very_little","no",6680
"one",55587,187,79,587432,343,29,1,"very_unsat","high","no",6116
"one",60104,206,0,539008,322,13,9,"very_unsat","little","yes",3377
"zero",70113,0,22,483136,291,0,5,"unsat","very_high","yes",6412
"zero",29252,44,35,217024,163,4,1,"very_unsat","little","no",797
"zero",151442,202,0,179669,481,17,13,"unsat","little","no",7952
"one",101979,0,43,553220,755,1,2,"avg","very_little","no",9392
"one",81524,39,75,716931,291,3,1,"very_unsat","very_little","yes",700
"one",26629,0,74,318189,424,3,2,"very_unsat","very_high","no",866
"one",159492,181,20,279016,820,1,6,"unsat","very_little","no",9697
"one",93755,0,68,381969,283,1,1,"very_unsat","very_high","no",2031
"one",65785,0,17,386876,272,23,5,"unsat","high","no",9128
"one",113468,0,10,214042,483,0,5,"very_sat","very_high","no",4556
"one",47324,62,10,635131,135,5,6,"unsat","little","yes",1578
"one",95807,50,0,723671,399,3,13,"avg","very_high","no",7239
"zero",80252,178,10,588134,274,25,6,"very_unsat","very_little","no",1020
"one",111479,50,0,687056,437,5,15,"very_unsat","very_high","no",8624
"one",27805,231,20,741499,166,21,6,"avg","high","no",1276
"zero",26152,281,23,316894,232,15,4,"avg","very_little","no",4519
"one",94456,147,79,569039,335,22,2,"very_unsat","very_little","no",4655
"one",107252,0,21,898910,415,0,4,"avg","very_little","yes",387
"zero",155204,175,8,242901,275,4,13,"unsat","high","yes",3721
"one",92346,60,7,403928,369,5,13,"very_sat","very_little","no",1848
"one",62841,56,0,167294,260,5,9,"very_sat","very_high","no",7374
"zero",29903,203,8,940217,217,16,2,"very_unsat","high","no",977
"one",58575,241,0,614705,593,20,14,"unsat","high","no",27
"one",34543,209,81,588445,238,17,4,"very_unsat","little","no",3320
"one",117798,0,14,404894,751,1,4,"very_unsat","very_little","no",9643
"one",137383,66,21,381007,721,5,4,"very_unsat","high","no",6658
"one",35014,53,83,665791,218,3,1,"avg","very_high","no",370
"zero",143172,182,41,434161,753,23,1,"very_sat","high","yes",1445
"one",87068,0,0,287007,325,0,13,"very_sat","high","yes",3423
"zero",47620,0,18,285437,130,0,5,"very_unsat","little","yes",2073
"zero",44255,187,63,464515,226,0,2,"very_sat","avg","no",6095
"zero",68904,0,62,757630,386,0,2,"very_unsat","very_high","no",4646
"one",55735,0,0,191266,284,1,15,"very_unsat","high","no",3486
"zero",107940,0,0,286012,895,12,15,"very_sat","very_little","no",2481
"one",47807,50,0,388533,212,5,14,"very_unsat","little","yes",9440
"one",128345,0,81,182312,650,1,2,"very_unsat","high","no",6780
"zero",159875,257,18,381415,760,27,2,"very_unsat","very_little","no",1541
"zero",131135,60,0,287449,681,5,15,"very_sat","high","no",1746
"one",27553,64,67,349773,232,5,1,"very_unsat","very_little","yes",5929
"one",41394,0,0,427276,230,1,13,"very_unsat","little","no",3323
"one",64638,110,0,872504,299,1,2,"very_sat","very_little","no",600
"one",69554,251,85,207564,332,22,1,"very_unsat","very_little","no",8497
"zero",114969,0,19,295350,644,0,5,"very_sat","little","yes",8810
"one",42587,215,20,802106,191,17,5,"very_sat","very_high","no",1026
"one",156624,75,24,676560,553,4,5,"avg","little","no",9626
"one",136525,0,11,260579,813,1,6,"very_sat","high","no",627
"one",39870,68,9,450392,168,0,6,"avg","very_little","no",5670
"one",92537,0,71,579569,310,1,2,"very_unsat","little","yes",6494
"zero",60842,0,16,495402,256,1,4,"unsat","high","yes",580
"one",138257,80,28,833874,383,4,2,"very_unsat","high","no",8490
"zero",99913,172,78,668326,344,24,2,"very_unsat","little","no",3168
"zero",31471,238,0,517024,228,15,1,"very_unsat","very_little","yes",6246
"one",144568,42,23,164824,690,5,6,"very_sat","little","yes",8574
"one",130578,167,0,695694,591,29,14,"very_unsat","little","yes",976
"one",126497,0,7,798073,452,1,6,"avg","very_little","no",1008
"zero",38656,86,0,951479,190,3,13,"unsat","avg","yes",4022
"one",153634,150,68,692587,808,13,5,"very_unsat","high","yes",3187
"zero",145529,210,23,163893,322,24,6,"very_unsat","very_high","no",7315
"one",57371,52,24,318276,315,4,4,"very_unsat","very_high","no",6922
"zero",129030,0,0,932133,238,1,14,"avg","very_high","yes",4816
"one",104780,184,58,526064,547,15,1,"very_unsat","little","yes",3282
"one",105249,62,39,179291,661,4,2,"sat","avg","no",7389
"zero",32304,253,46,885180,140,16,1,"avg","little","no",8056
"one",35525,52,0,394520,235,3,8,"very_sat","avg","yes",5721
"zero",106679,0,19,983031,698,0,6,"very_sat","very_little","no",8813
"zero",40608,0,0,758737,199,0,13,"very_unsat","little","no",449
"one",87943,0,13,295755,271,1,4,"very_unsat","very_high","no",7344
"one",154949,38,10,268361,794,4,5,"avg","little","yes",9355
"one",101466,0,51,182094,283,0,2,"very_unsat","little","no",9767
"zero",83681,54,0,775143,338,3,8,"very_sat","very_little","yes",9484
"zero",24665,68,56,211453,135,3,2,"very_unsat","little","no",4532
"one",84481,195,21,971534,313,26,6,"very_unsat","little","no",374
"zero",75740,0,15,212115,395,0,4,"avg","little","no",923
"zero",37747,0,0,646983,162,1,10,"very_unsat","little","yes",9283
"one",124803,215,10,899918,687,17,6,"very_unsat","high","yes",1786
"one",86862,64,33,298189,608,0,1,"very_unsat","little","no",8820
"zero",157829,0,40,567078,625,0,2,"avg","little","no",3708
"one",46251,246,0,640537,252,3,15,"sat","little","no",6007
"one",24923,181,9,403538,203,24,5,"very_sat","little","no",8920
"zero",153688,59,0,270109,158,3,11,"avg","very_high","no",6910
"zero",136287,75,0,468277,711,4,11,"sat","little","yes",2470
"zero",111403,57,0,286560,460,5,9,"very_unsat","very_little","no",3942
"zero",47368,60,0,656354,413,4,13,"very_unsat","very_high","yes",5643
"one",155575,60,42,182937,829,3,2,"unsat","very_high","no",1922
"one",88456,0,13,691304,265,0,6,"very_unsat","very_little","no",6411
"zero",36066,174,40,273631,142,21,2,"very_unsat","very_little","no",2766
"one",68112,0,80,964829,358,1,1,"very_sat","little","no",4958
"zero",75498,0,61,424694,356,1,1,"unsat","very_little","no",6924
"one",43182,73,0,447236,200,23,15,"very_sat","little","yes",6366
"zero",103373,106,21,219625,456,5,4,"very_unsat","little","no",9317
"zero",122540,195,87,804330,202,23,2,"very_unsat","little","no",5058
"one",22419,50,39,969451,224,3,1,"very_unsat","very_little","no",9461
"zero",25196,247,22,182559,191,11,4,"very_sat","little","yes",9201
"one",27296,104,18,293757,181,5,5,"very_sat","little","no",3463
"zero",72290,49,0,344933,291,3,15,"very_unsat","very_little","no",6254
"one",24970,0,0,203309,204,0,11,"very_sat","very_high","no",3021
"zero",127628,0,14,499120,710,1,5,"very_unsat","high","no",769
"one",108177,65,43,644289,175,4,1,"very_sat","little","no",2356
"one",79925,198,0,741274,267,26,12,"very_unsat","very_high","no",5834
"zero",47544,0,39,253512,239,0,2,"very_sat","little","no",1146
"one",143424,0,40,448696,766,26,2,"very_sat","little","no",6973
"zero",146323,0,77,615076,656,1,2,"very_unsat","very_high","yes",8381
"zero",34991,59,0,641390,200,4,9,"unsat","little","no",3015
"one",45624,66,51,324293,199,5,2,"unsat","little","no",3677
"one",153912,0,0,201967,671,3,12,"very_sat","little","no",9406
"zero",107481,63,31,162506,451,3,1,"sat","very_little","no",5558
"one",41291,159,60,587312,203,19,2,"very_unsat","very_little","no",4352
"one",138272,46,0,495040,588,4,11,"very_unsat","very_little","no",9158
"one",155947,209,15,513206,400,16,4,"very_unsat","very_high","no",2255
"one",38366,0,11,303773,199,1,5,"unsat","very_high","no",7164
"zero",149546,139,5,277681,872,28,5,"sat","very_little","no",3158
"zero",109367,79,55,376782,673,5,1,"very_sat","very_high","no",2635
"zero",51552,188,63,507338,306,17,2,"unsat","little","no",8130
"zero",149035,0,0,700360,801,0,10,"very_unsat","very_high","no",8726
"one",76776,63,14,450076,391,3,4,"unsat","very_little","no",8659
"zero",127346,0,26,489540,643,0,1,"very_sat","very_high","yes",5712
"one",37850,62,10,661867,151,0,6,"very_unsat","little","no",6823
"zero",151917,35,0,310207,505,3,10,"very_unsat","very_little","no",8495
"one",23561,166,21,300998,307,26,5,"very_unsat","very_little","no",7572
"one",24930,0,67,274417,638,1,12,"very_sat","little","no",5315
"one",78042,48,48,227504,382,5,1,"very_unsat","very_high","no",1654
"zero",114692,216,0,696807,402,18,11,"very_sat","very_high","no",4632
"zero",100587,0,0,855654,531,1,8,"very_unsat","little","no",9498
"zero",132408,0,61,169022,575,0,2,"very_sat","very_little","no",3193
"zero",84922,0,0,240698,149,1,14,"unsat","little","no",645
"zero",22751,57,18,721417,603,4,4,"very_unsat","little","no",5661
"zero",34500,0,0,691166,136,0,1,"avg","high","yes",7921
"one",95866,40,0,926134,368,5,15,"very_sat","very_high","yes",7867
"zero",98382,190,15,848843,324,15,4,"very_sat","little","yes",24
"one",24877,143,0,747863,247,14,15,"unsat","high","no",5170
"zero",134328,0,0,294946,512,0,6,"unsat","little","no",6518
"one",80321,191,0,302727,253,29,9,"very_unsat","very_high","no",4444
"zero",117836,57,50,254118,458,3,1,"very_unsat","very_high","no",3578
"one",61504,0,23,799232,352,1,4,"very_unsat","little","no",5582
"zero",29630,56,15,477799,233,5,6,"very_sat","avg","yes",8829
"zero",156111,47,39,236178,760,24,1,"sat","little","no",9337
"one",52226,196,88,194741,268,11,1,"avg","very_little","no",3213
"zero",135654,62,0,237053,568,5,13,"very_sat","very_little","no",2075
"zero",42664,0,6,181145,200,1,4,"very_unsat","high","yes",1397
"zero",70113,0,64,430267,254,0,5,"very_unsat","very_high","no",322
"one",122382,0,79,520273,844,1,1,"unsat","very_high","no",9485
"zero",42689,166,0,286701,156,26,9,"very_unsat","high","no",1946
"one",89439,47,7,475034,376,4,6,"very_unsat","very_high","yes",6987
"zero",109240,71,26,279529,373,4,1,"very_sat","little","no",2765
"one",119345,223,24,272830,771,21,14,"very_unsat","little","no",3704
"one",83809,0,0,592666,268,0,13,"very_sat","high","no",8070
"zero",43773,57,6,297108,199,12,6,"very_unsat","high","no",8527
"zero",43846,0,81,686485,211,1,2,"very_sat","very_high","no",7319
"one",56792,211,0,243948,286,29,6,"very_unsat","very_high","yes",4198
"one",92778,0,0,564412,286,5,9,"very_unsat","avg","yes",4820
"one",143654,222,54,506327,387,10,1,"very_sat","very_high","no",6178
"zero",23157,47,85,982795,132,3,1,"very_sat","very_little","no",6551
"zero",145753,0,0,296827,632,0,11,"avg","very_little","no",764
"zero",48773,0,0,430299,231,0,10,"avg","little","yes",9381
"one",48017,0,0,704624,240,1,8,"sat","very_little","no",2421
"zero",53521,223,21,439441,344,19,6,"very_unsat","avg","yes",3291
"zero",40285,42,25,162815,257,5,2,"very_sat","very_high","yes",6508
"zero",111791,74,17,185307,693,3,6,"very_sat","very_little","no",1993
"zero",56650,0,0,200509,357,0,11,"very_unsat","very_high","yes",4474
"one",50214,0,45,821187,290,1,1,"avg","very_high","yes",4569
"zero",29713,222,0,536210,138,16,12,"very_unsat","very_high","no",3496
"one",106529,92,8,263360,727,5,13,"unsat","little","no",1422
"zero",111117,0,0,656285,839,1,12,"very_unsat","very_little","yes",310
"zero",40243,208,0,980463,194,19,12,"very_unsat","little","no",9668
"one",54538,56,42,275668,288,4,5,"sat","little","no",5839
"one",132976,0,23,980860,866,0,6,"very_sat","avg","no",82
"zero",131811,0,0,471931,845,1,13,"very_sat","little","yes",9714
"one",79114,73,24,382487,302,3,5,"unsat","little","no",5956
"zero",130714,68,24,564981,449,3,6,"very_unsat","little","yes",1494
"one",67429,173,0,857534,313,21,9,"unsat","little","no",9537
"one",43815,87,20,244878,189,5,15,"avg","very_high","no",6789
"zero",135205,63,13,244290,654,3,4,"very_unsat","very_little","no",4916
"zero",33935,166,13,793189,147,11,4,"unsat","little","no",9989
"one",29258,222,45,262203,165,15,1,"very_unsat","avg","no",2078
"zero",159325,161,48,696658,426,26,1,"unsat","little","no",7139
"one",83368,0,55,934684,301,1,5,"very_unsat","little","yes",9652
"zero",40611,0,10,151354,223,1,6,"very_sat","very_high","no",4872
"zero",61450,67,82,179205,335,3,2,"very_unsat","very_high","no",5390
"zero",67221,0,38,185127,376,0,1,"very_sat","little","no",7441
"zero",145024,68,9,448534,800,4,4,"very_sat","high","no",2903
"one",151734,43,0,208772,875,0,11,"very_sat","little","yes",5583
"one",119582,43,0,409398,890,5,6,"very_unsat","very_little","no",7114
"one",132160,33,0,546186,795,4,9,"unsat","high","yes",3539
"zero",80814,213,0,341157,300,15,8,"unsat","little","no",9997
"zero",110212,164,15,628803,710,18,4,"very_sat","little","no",7279
"one",138631,55,33,456440,745,4,6,"sat","little","no",9946
"one",128178,122,15,352336,865,14,2,"avg","very_little","yes",1891
"zero",83252,0,0,765822,315,0,15,"very_sat","very_high","no",9116
"zero",41357,0,0,610326,209,0,11,"very_unsat","little","yes",7797
"zero",157274,0,13,194977,489,1,6,"very_unsat","little","no",647
"zero",71065,0,73,512357,359,5,2,"very_unsat","little","no",7168
"one",129855,0,0,340756,593,4,10,"very_unsat","little","no",9505
"zero",111290,0,6,617930,829,1,1,"unsat","avg","yes",5024
"one",138214,81,50,345127,471,5,1,"unsat","little","no",1009
"one",86867,0,35,942739,317,1,2,"very_sat","little","no",9141
"one",93794,0,0,479487,269,0,11,"very_unsat","little","yes",4589
"one",111000,0,7,173213,548,1,6,"unsat","very_little","yes",5161
"zero",92050,0,43,551350,291,1,1,"avg","little","no",3549
"one",151574,128,0,705220,848,5,2,"avg","little","no",4314
"one",49540,0,22,381967,246,0,5,"unsat","little","no",7227
"zero",94841,55,0,446924,242,3,14,"very_sat","little","no",3386
"one",121599,243,7,259843,750,4,5,"unsat","very_little","no",120
